id,sentence_A,sentence_B,relatedness
9161,A boy in a swimsuit is sitting on top of a circular fountain,The boy is standing next to the opening of a fountain,3.6
9162,A boy in a swimsuit is sitting on top of a circular fountain,A girl is standing next to the opening of a fountain,2.5
9163,A boy in a swimsuit is sitting on a circular fountain,A boy is standing next to the opening of a fountain,3.7
9164,There is no boy in a swimsuit sitting on top of a circular fountain,A boy is standing next to the opening of a fountain,2.8
9165,A boy is standing next to the opening of a fountain,A boy in a swimsuit is sitting on top of a circular fountain,3.2
9166,A brown and white animal is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,4.5
9167,A brown and white cat is jumping on the sidewalk,A brown and white dog is jumping on the sidewalk,3.1
9168,A small brown and white dog is running on the sidewalk,A little brown and white dog is running on the sidewalk,4.9
9169,A little brown and white dog is running on the sidewalk,A little brown and white dog is running on the road,3.7
9170,A brown and white dog is jumping on the sidewalk,A small brown and white dog is running on the sidewalk,3.6
9171,A brown and white dog is jumping on the sidewalk,A little brown and white dog is running on the road,3.5
9172,A brown and white animal is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,3.5
9173,A little brown and white dog is running on the sidewalk,A brown and white cat is jumping on the sidewalk,2.9
9174,A brown and white dog is jumping on the sidewalk,A little brown and white dog is running on the sidewalk,4
9175,The person is hiking,The person is walking,4.3
9176,No person is hiking,The person is hiking,2.9
9177,A distant person with a blue backpack is hiking in rocky area,A distant person with a blue backpack is hiking area full of rocks,4.9
9178,There is no person with a blue backpack hiking in rocky area,A distant person with a blue backpack is hiking in rocky area,3.4
9179,A distant person with a blue backpack is hiking area full of rocks,The person is hiking,3.4
9180,There is no person with a blue backpack hiking in rocky area,The person is hiking,3.8
9181,A distant person with a blue backpack is hiking in rocky area,The person is walking,3.5
9182,No person is hiking,A distant person with a blue backpack is hiking in rocky area,3.5
9183,A distant person with a blue backpack is hiking in rocky area,The person is hiking,3.8
9184,A ball is being chased by a yellow dog,A yellow dog is chasing a ball,4.8
9185,A yellow cat is chasing a ball,A yellow dog is chasing a ball,3.4
9186,A dog is turning on the grass and pursuing a flying tennis ball,A dog is turning on the grass and pursuing a flying ball,4.7
9187,There is no dog turning on the grass and pursuing a flying ball,A dog is turning on the grass and pursuing a flying ball,4.4
9188,A dog is turning on the grass and pursuing a flying tennis ball,A yellow dog is chasing a ball,4.4
9189,There is no dog turning on the grass and pursuing a flying ball,A yellow dog is chasing a ball,3.2
9190,A dog is turning on the grass and pursuing a flying ball,A ball is being chased by a yellow dog,4.1
9191,A yellow cat is chasing a ball,A dog is turning on the grass and pursuing a flying ball,2
9192,A yellow dog is chasing a ball,A dog is turning on the grass and pursuing a flying ball,3.9
9193,A woman in blue jeans is standing in front of a group of children beside a house made of stone,A woman in blue jeans is standing in front of a group of children beside a stone built house,4.8
9194,A man in blue jeans is standing in front of a group of children beside a stone built house,A woman in blue jeans is standing in front of a group of children beside a stone built house,3.5
9195,A lady is standing on the street and is surrounded by school children,A lady is standing on the street and is surrounded by kids,4.6
9196,A lady is standing on the street and is surrounded by school children,No lady is standing on the street and is surrounded by school children,2.8
9197,A lady is standing on the street and is surrounded by kids,A woman in blue jeans is standing in front of a group of children beside a stone built house,3.2
9198,A woman in blue jeans is standing in front of a group of children beside a stone built house,No lady is standing on the street and is surrounded by school children,3.2
9199,A lady is standing on the street and is surrounded by school children,A woman in blue jeans is standing in front of a group of children beside a house made of stone,3.6
9200,A lady is standing on the street and is surrounded by school children,A man in blue jeans is standing in front of a group of children beside a stone built house,2
9201,A woman in blue jeans is standing in front of a group of children beside a stone built house,A lady is standing on the street and is surrounded by school children,3.2
9202,A girl in a strange outfit is riding the bike,The bike is being ridden by a girl in a strange outfit,5
9203,A girl in a strange outfit is riding the bike,A boy in a strange outfit is riding the bike,4
9204,A woman is wearing paint and costume pieces and is riding a bike on a busy street,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,4.9
9205,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A woman is wearing paint and costume pieces and is riding a bike on a busy street,3.915
9206,A girl in a strange outfit is riding the bike,A bike is being ridden by a woman wearing paint and costume pieces on a busy street,3.9
9207,A woman is wearing paint and costume pieces and is riding a bike on a empty street,A girl in a strange outfit is riding the bike,4
9208,The bike is being ridden by a girl in a strange outfit,A woman is wearing paint and costume pieces and is riding a bike on a busy street,3.7
9209,A boy in a strange outfit is riding the bike,A woman is wearing paint and costume pieces and is riding a bike on a busy street,3.3
9210,A woman is wearing paint and costume pieces and is riding a bike on a busy street,A girl in a strange outfit is riding the bike,3.5
9211,A guy is leaping into the air in wood,A guy is leaping into the air in a wooded area,4.3
9212,There is no guy leaping into the air in a wooded area,A guy is leaping into the air in a wooded area,3.9
9213,A man with no shirt is jumping over a log,A shirtless man is jumping over a log,4.9
9214,A shirtless man is jumping over a log,A shirtless woman is jumping over a log,3.8
9215,A man with no shirt is jumping over a log,A guy is leaping into the air in a wooded area,3.6
9216,A shirtless woman is jumping over a log,A guy is leaping into the air in a wooded area,1.935
9217,A guy is leaping into the air in wood,A shirtless man is jumping over a log,2.3
9218,There is no guy leaping into the air in a wooded area,A shirtless man is jumping over a log,3.1
9219,A shirtless man is jumping over a log,A guy is leaping into the air in a wooded area,3
9220,The black dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white toy in its mouth,4.9
9221,The white dog is carrying a blue and white ball in its mouth,The black dog is carrying a blue and white ball in its mouth,3.9
9222,A dog is running with a volleyball,A dog is running with a ball,4.5
9223,There is no dog running with a volleyball,A dog is running with a volleyball,4
9224,A dog is running with a ball,The black dog is carrying a blue and white ball in its mouth,4
9225,There is no dog running with a volleyball,The black dog is carrying a blue and white ball in its mouth,2.7
9226,A dog is running with a volleyball,The black dog is carrying a blue and white toy in its mouth,3.1
9227,The white dog is carrying a blue and white ball in its mouth,A dog is running with a volleyball,3.6
9228,The black dog is carrying a blue and white ball in its mouth,A dog is running with a volleyball,3.6
9229,A girl in a band is playing the flute,A girl in a band is playing an instrument,4.4
9230,A girl in a band is playing the flute,A boy in a band is playing the flute,4.1
9231,A girl in a uniform is playing the flute with a marching band,A girl in a uniform is playing the flute with a band,4.7
9232,A girl in a uniform is playing the flute with a marching band,A girl in a uniform is not playing the flute with a marching band,2.8
9233,A girl in a uniform is playing the flute with a band,A girl in a band is playing the flute,4.2
9234,A girl in a uniform is not playing the flute with a marching band,A girl in a band is playing the flute,3.3
9235,A girl in a uniform is playing the flute with a marching band,A girl in a band is playing an instrument,4.065
9236,A boy in a band is playing the flute,A girl in a uniform is playing the flute with a marching band,3.5
9237,A girl in a uniform is playing the flute with a marching band,A girl in a band is playing the flute,4.5
9238,A man is standing at the wheel of a classic American car that has its door and trunk open,A person is standing at the wheel of a classic American car that has its door and trunk open,4.5
9239,A man is standing at the wheel of a classic American car that has its door and trunk open,A woman is standing at the wheel of a classic American car that has its door and trunk open,4
9240,The man in blue is posing for a picture next to a vehicle,The man in blue is posing for a picture next to a car,4.8
9241,The man in blue is posing for a picture next to a car,The woman in blue is posing for a picture next to a car,3.3
9242,The man in blue is posing for a picture next to a vehicle,A man is standing at the wheel of a classic American car that has its door and trunk open,3.2
9243,A man is standing at the wheel of a classic American car that has its door and trunk open,The woman in blue is posing for a picture next to a car,2.2
9244,A person is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,2.8
9245,A woman is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,2.5
9246,A man is standing at the wheel of a classic American car that has its door and trunk open,The man in blue is posing for a picture next to a car,3.4
9247,Two people are sitting on a white bench,Two people are sitting on a bench,4.5
9248,Two people are standing on a bench,Two people are sitting on a bench,3.7
9249,The woman is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,4.8
9250,A man is sitting near a flower bed and is overlooking a tunnel,A woman is sitting near a flower bed and is overlooking a tunnel,3.8
9251,The woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,1.8
9252,A man is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,1.73
9253,Two people are sitting on a white bench,A woman is sitting near a flower bed and is overlooking a tunnel,1.9
9254,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are standing on a bench,1.1
9255,A woman is sitting near a flower bed and is overlooking a tunnel,Two people are sitting on a bench,1.5
9256,A man is wearing a clear plastic cap and a mask,A man is wearing a clear plastic cap and a face mask,4.6
9257,A man is not wearing a clear plastic cap and a face mask,A man is wearing a clear plastic cap and a face mask,3.565
9258,A man by a brick wall is wearing a mask around his mouth and a hair net,A man by a wall made of bricks is wearing a mask around his mouth and a hair net,4.8
9259,A man by a brick wall is wearing a mask around his mouth and a hair net,A woman by a brick wall is wearing a mask around her mouth and a hair net,3.2
9260,A man by a wall made of bricks is wearing a mask around his mouth and a hair net,A man is wearing a clear plastic cap and a face mask,3.5
9261,A man is wearing a clear plastic cap and a face mask,A woman by a brick wall is wearing a mask around her mouth and a hair net,2.5
9262,A man is wearing a clear plastic cap and a mask,A man by a brick wall is wearing a mask around his mouth and a hair net,2.8
9263,A man by a brick wall is wearing a mask around his mouth and a hair net,A man is not wearing a clear plastic cap and a face mask,3.4
9264,A man by a brick wall is wearing a mask around his mouth and a hair net,A man is wearing a clear plastic cap and a face mask,2.4
9265,Two dogs are in a kennel on their hind legs and are facing one another,Two animals are in a kennel on their hind legs and are facing one another,4.6
9266,Two dogs are in a kennel on their hind legs and are facing one another,Two cats are in a kennel on their hind legs and are facing one another,3.4
9267,A black dog and a yellow dog are playing with each other,Two dogs are playing with each other,4.7
9268,A black dog and a yellow dog are not playing with each other,A black dog and a yellow dog are playing with each other,4.1
9269,Two dogs are in a kennel on their hind legs and are facing one another,Two dogs are playing with each other,3.5
9270,Two dogs are in a kennel on their hind legs and are facing one another,A black dog and a yellow dog are not playing with each other,3.4
9271,A black dog and a yellow dog are playing with each other,Two animals are in a kennel on their hind legs and are facing one another,3.1
9272,A black dog and a yellow dog are playing with each other,Two cats are in a kennel on their hind legs and are facing one another,2.1
9273,A black dog and a yellow dog are playing with each other,Two dogs are in a kennel on their hind legs and are facing one another,3.2
9274,Two dogs and two people are walking in the woods,Two dogs and two people are walking in a wood,4.5
9275,Two dogs and two people are sitting in the woods,Two dogs and two people are walking in the woods,3.6
9276,Two women with dogs are walking on a forest path,Two girl with dogs are walking on a forest path,4
9277,Two women with dogs are walking on a forest path,Two men with dogs are walking on a forest path,4
9278,Two girl with dogs are walking on a forest path,Two dogs and two people are walking in the woods,4.3
9279,Two dogs and two people are walking in the woods,Two men with dogs are walking on a forest path,4.4
9280,Two dogs and two people are walking in a wood,Two women with dogs are walking on a forest path,4.2
9281,Two women with dogs are walking on a forest path,Two dogs and two people are sitting in the woods,2.9
9282,Two women with dogs are walking on a forest path,Two dogs and two people are walking in the woods,4.1
9283,A man is snowboarding down a railing in the snow,A person is snowboarding down a railing in the snow,4.4
9284,A man is snowboarding down a railing in the snow,A woman is snowboarding down a railing in the snow,3.8
9285,A man is skiing down a hill and over a red obstacle,A man is skiing down a hill and jumping a red obstacle,4.4
9286,A woman is skiing down a hill and over a red obstacle,A man is skiing down a hill and over a red obstacle,3.6
9287,A man is skiing down a hill and jumping a red obstacle,A man is snowboarding down a railing in the snow,3.1
9288,A woman is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,2.9
9289,A person is snowboarding down a railing in the snow,A man is skiing down a hill and over a red obstacle,2.7
9290,A woman is snowboarding down a railing in the snow,A man is skiing down a hill and over a red obstacle,2.6
9291,A man is skiing down a hill and over a red obstacle,A man is snowboarding down a railing in the snow,2.2
9292,Two men are taking a break from construction,Two men are taking a break from work,4.1
9293,Two men are not taking a break from construction,Two men are taking a break from construction,3.4
9294,Two construction workers are sitting up on the side of a palace,Two construction workers are sitting up on the side of a building,4.1
9295,Two construction workers are sitting up on the side of a building,Two construction workers are sitting up on the top of a building,3.4
9296,Two construction workers are sitting up on the side of a palace,Two men are taking a break from construction,4.1
9297,Two construction workers are sitting up on the top of a building,Two men are taking a break from construction,3.7
9298,Two men are taking a break from work,Two construction workers are sitting up on the side of a building,3.2
9299,Two men are not taking a break from construction,Two construction workers are sitting up on the side of a building,3.5
9300,Two men are taking a break from construction,Two construction workers are sitting up on the side of a building,4
9301,A man in a red shirt is doing a trick with the skateboard,A man in a red shirt is doing a trick with a skateboard,4.9
9302,A man in a red shirt is doing a trick with the rollerblades,A man in a red shirt is doing a trick with the skateboard,3.365
9303,The skateboarder is jumping in the air,A skateboarder is jumping in the air,4.9
9304,A skateboarder is jumping in the air,No skateboarder is jumping in the air,4.2
9305,The skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,3.6
9306,No skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,2.8
9307,A man in a red shirt is doing a trick with a skateboard,A skateboarder is jumping in the air,3.5
9308,A skateboarder is jumping in the air,A man in a red shirt is doing a trick with the rollerblades,2.8
9309,A skateboarder is jumping in the air,A man in a red shirt is doing a trick with the skateboard,3.8
9310,A snowboarder is grinding down a long concrete rail,A snowboarder is grinding down a long rail,4.2
9311,A snowboarder is grinding down a long concrete rail,There is no snowboarder grinding down a long concrete rail,4.4
9312,A person is doing acrobatics on a snowboard,A person is doing a trick on a snowboard,4.5
9313,A person is not doing a trick on a slide,A person is doing a trick on a snowboard,2.8
9314,A snowboarder is grinding down a long concrete rail,A person is doing acrobatics on a snowboard,3.3
9315,A person is not doing a trick on a slide,A snowboarder is grinding down a long concrete rail,1.7
9316,A person is doing a trick on a snowboard,A snowboarder is grinding down a long rail,4
9317,There is no snowboarder grinding down a long concrete rail,A person is doing a trick on a snowboard,3.3
9318,A person is doing a trick on a snowboard,A snowboarder is grinding down a long concrete rail,3.8
9319,Three friends are making faces for the camera,Three friends are making faces for a photo,5
9320,Three friends are making faces for the camera,Three enemies are making faces for the camera,3.285
9321,Three friends are making faces for the camera,The friends are making faces for the camera,4.7
9322,Two men and a girl in front of a wood panel wall are posing with funny faces,Two men and a girl in front of a wood panel wall are making funny faces,4.8
9323,Two men and a girl in behind of a wood panel wall are posing with funny faces,Two men and a girl in front of a wood panel wall are posing with funny faces,3.9
9324,Two men and a girl in front of a wood panel wall are making funny faces,Three friends are making faces for the camera,3.2
9325,Three friends are making faces for the camera,Two men and a girl in behind of a wood panel wall are posing with funny faces,3.8
9326,Three friends are making faces for a photo,Two men and a girl in front of a wood panel wall are posing with funny faces,3.9
9327,Two men and a girl in front of a wood panel wall are posing with funny faces,Three enemies are making faces for the camera,2.8
9328,Two men and a girl in front of a wood panel wall are posing with funny faces,The friends are making faces for the camera,3.5
9329,Three friends are making faces for the camera,Two men and a girl in front of a wood panel wall are posing with funny faces,3.365
9330,Four people are walking along a city sidewalk and the one in the green hat is phoning someone,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,4.65
9331,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,Four people are walking along a city sidewalk and the one in the green hat is not talking on a cell phone,3.6
9332,A group of people is walking down the street and a person in a green hat is on the phone,A group of people is walking down the street and a person in a hat is on the phone,4.5
9333,A group of people is walking down the street and a person in a green hat is on the phone,A group of people is not walking down the street and a person in a green hat is on the phone,3.2
9334,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is walking down the street and a person in a hat is on the phone,4.6
9335,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is not walking down the street and a person in a green hat is on the phone,3.7
9336,A group of people is walking down the street and a person in a green hat is on the phone,Four people are walking along a city sidewalk and the one in the green hat is phoning someone,4.2
9337,A group of people is walking down the street and a person in a green hat is on the phone,Four people are walking along a city sidewalk and the one in the green hat is not talking on a cell phone,3.4
9338,Four people are walking along a city sidewalk and the one in the green hat is talking on a cell phone,A group of people is walking down the street and a person in a green hat is on the phone,4.7
9339,A man is standing in the snow at the edge of a mountain,A person is standing in the snow at the edge of a mountain,4.5
9340,A person is walking in the snow at the edge of a mountain,A person is standing in the snow at the edge of a mountain,4.1
9341,"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights","A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights",4.9
9342,"A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights","A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",3.7
9343,"A man is standing at dusk on an almost pristine road covered by snow, that is lit only by headlights",A person is standing in the snow at the edge of a mountain,3.6
9344,A person is standing in the snow at the edge of a mountain,"A woman is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",2.9
9345,"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",A man is standing in the snow at the edge of a mountain,3.2
9346,A person is walking in the snow at the edge of a mountain,"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",2.4
9347,"A man is standing at dusk on an almost pristine, snowy road, that is lit only by headlights",A person is standing in the snow at the edge of a mountain,2.8
9348,Three women are sitting together near woven walls,Some women are sitting together near woven walls,4.7
9349,Three women are sitting together near woven walls,Three men are sitting together near woven walls,3.6
9350,Three women are resting in a village,Three women are sitting in a village,4.5
9351,Three women are sitting in a village,Three women are running in a village,3.6
9352,Three women are sitting together near woven walls,Three women are resting in a village,3.1
9353,Three women are running in a village,Three women are sitting together near woven walls,2.3
9354,Some women are sitting together near woven walls,Three women are sitting in a village,3.4
9355,Three men are sitting together near woven walls,Three women are sitting in a village,2.4
9356,Three women are sitting together near woven walls,Three women are sitting in a village,3.5
9357,A man in a black wetsuit is riding a foamy wave,A surfer in a black wetsuit is riding a foamy wave,4.4
9358,A surfer in a black wetsuit is riding a foamy wave,A surfer in a white wetsuit is riding a foamy wave,4.2
9359,A surfer is surfing a big wave,A surfer is surfing a huge wave,4.9
9360,A surfer is surfing a small wave,A surfer is surfing a huge wave,4.1
9361,A surfer in a black wetsuit is riding a foamy wave,A surfer is surfing a big wave,4
9362,A surfer is surfing a small wave,A surfer in a black wetsuit is riding a foamy wave,4.1
9363,A man in a black wetsuit is riding a foamy wave,A surfer is surfing a huge wave,3.9
9364,A surfer is surfing a huge wave,A surfer in a white wetsuit is riding a foamy wave,4.3
9365,A surfer in a black wetsuit is riding a foamy wave,A surfer is surfing a huge wave,4.1
9366,A person with a red hooded jacket and a black backpack is walking near a rocky wall,A person with a red hooded jacket and a black backpack is moving near a rocky wall,4.7
9367,A person with a red hooded jacket and a black backpack is walking near a rocky wall,A person with a red hooded jacket and a black backpack is not walking near a rocky wall,4.3
9368,A man in a red jacket and khaki pants is walking through an American state,A person in a red jacket and khaki pants is walking through an American state,4.7
9369,A man in a red jacket and khaki pants is walking through an European state,A man in a red jacket and khaki pants is walking through an American state,3.5
9370,A person in a red jacket and khaki pants is walking through an American state,A person with a red hooded jacket and a black backpack is walking near a rocky wall,3.1
9371,A person with a red hooded jacket and a black backpack is walking near a rocky wall,A man in a red jacket and khaki pants is walking through an European state,3
9372,A man in a red jacket and khaki pants is walking through an American state,A person with a red hooded jacket and a black backpack is moving near a rocky wall,2.8
9373,A man in a red jacket and khaki pants is walking through an American state,A person with a red hooded jacket and a black backpack is not walking near a rocky wall,3.1
9374,A person with a red hooded jacket and a black backpack is walking near a rocky wall,A man in a red jacket and khaki pants is walking through an American state,2.5
9375,The players is maneuvering for the soccer ball,The players is maneuvering for the ball,4.5
9376,The players is maneuvering for the soccer ball,The players is maneuvering for the basket ball,3.1
9377,A man in green is hitting a soccer ball and a man in purple and white is falling down,A man in green is kicking a soccer ball and a man in purple and white is falling down,4.4
9378,A man in green is kicking a soccer ball and a man in purple and white is rising up,A man in green is kicking a soccer ball and a man in purple and white is falling down,3.5
9379,The players is maneuvering for the soccer ball,A man in green is hitting a soccer ball and a man in purple and white is falling down,3.1
9380,The players is maneuvering for the soccer ball,A man in green is kicking a soccer ball and a man in purple and white is rising up,3.5
9381,The players is maneuvering for the ball,A man in green is kicking a soccer ball and a man in purple and white is falling down,3.1
9382,The players is maneuvering for the basket ball,A man in green is kicking a soccer ball and a man in purple and white is falling down,1.9
9383,The players is maneuvering for the soccer ball,A man in green is kicking a soccer ball and a man in purple and white is falling down,3.8
9384,A kid is splashing in the ocean,A kid is splashing in the water,4.1
9385,A kid is splashing in the pool,A kid is splashing in the ocean,4.1
9386,Two children are playing in the surf,Two children are playing,4.6
9387,Two children are not playing in the surf,Two children are playing in the surf,4
9388,Two children are playing,A kid is splashing in the ocean,2
9389,A kid is splashing in the ocean,Two children are not playing in the surf,3.2
9390,Two children are playing in the surf,A kid is splashing in the water,3.7
9391,Two children are playing in the surf,A kid is splashing in the pool,2.6
9392,A kid is splashing in the ocean,Two children are playing in the surf,3.4
9393,A man is wearing a purple shirt and black leather chaps and is posing for the camera,A model is wearing a purple shirt and black leather chaps and is posing for the camera,4.4
9394,A man is wearing a purple shirt and black leather chaps and is posing for the camera,A man is not wearing a purple shirt and black leather chaps and is posing for the camera,3.8
9395,The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,4.4
9396,The woman dressed in leather chaps and a purple shirt is standing in front of onlookers,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,3.2
9397,The man dressed in chaps made of leather and a purple shirt is standing in front of some onlookers,A man is wearing a purple shirt and black leather chaps and is posing for the camera,4.1
9398,A man is wearing a purple shirt and black leather chaps and is posing for the camera,The woman dressed in leather chaps and a purple shirt is standing in front of onlookers,3.15
9399,A model is wearing a purple shirt and black leather chaps and is posing for the camera,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,3.3
9400,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,A man is not wearing a purple shirt and black leather chaps and is posing for the camera,3.8
9401,The man dressed in leather chaps and a purple shirt is standing in front of someone lookers,A man is wearing a purple shirt and black leather chaps and is posing for the camera,3.3
9402,Two dogs are running and trying to catch a soccer ball,Two dogs are running and trying to catch a ball,4.4
9403,Two dogs are running and catching a tennis ball,Two dogs are running and trying to catch a soccer ball,3.8
9404,Two dogs on the grass are playing with a plastic toy,Two dogs on a lawn are playing with a plastic toy,4.9
9405,Two cats on a lawn are playing with a plastic toy,Two dogs on a lawn are playing with a plastic toy,3
9406,Two dogs are running and trying to catch a soccer ball,Two dogs on the grass are playing with a plastic toy,3.4
9407,Two dogs are running and trying to catch a soccer ball,Two cats on a lawn are playing with a plastic toy,2.2
9408,Two dogs on a lawn are playing with a plastic toy,Two dogs are running and trying to catch a ball,4.2
9409,Two dogs on a lawn are playing with a plastic toy,Two dogs are running and catching a tennis ball,3.8
9410,Two dogs are running and trying to catch a soccer ball,Two dogs on a lawn are playing with a plastic toy,3.3
9411,Two people dressed in green and red costumes are outside on the sidewalk,Two people dressed in green and red costumes are outside near the street,4.3
9412,Two people dressed in green and red costumes are outside on the seashore,Two people dressed in green and red costumes are outside on the sidewalk,4
9413,Men in costumes are walking around in the street,People in costumes are walking around in the street,4.3
9414,People in costumes are sitting in the street,People in costumes are walking around in the street,2.7
9415,Men in costumes are walking around in the street,Two people dressed in green and red costumes are outside on the sidewalk,3.1
9416,People in costumes are sitting in the street,Two people dressed in green and red costumes are outside on the sidewalk,4.1
9417,People in costumes are walking around in the street,Two people dressed in green and red costumes are outside near the street,4.4
9418,People in costumes are walking around in the street,Two people dressed in green and red costumes are outside on the seashore,3.4
9419,People in costumes are walking around in the street,Two people dressed in green and red costumes are outside on the sidewalk,3.9
9420,"A dog is in an area full of sand, with the sand that is being stirred up into the air and several plants are in the background",A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,4.7
9421,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,3.2
9422,A dog is in the sand that is blowing in the air,A dog is in the sand that is blowing in the wind,4.8
9423,No dog is in the sand that is blowing in the wind,A dog is in the sand that is blowing in the wind,4.1
9424,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,A dog is in the sand that is blowing in the air,4.1
9425,No dog is in the sand that is blowing in the wind,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,4
9426,"A dog is in an area full of sand, with the sand that is being stirred up into the air and several plants are in the background",A dog is in the sand that is blowing in the wind,3.765
9427,A dog is in the sand that is blowing in the wind,A cat is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,2.6
9428,A dog is in the sand that is blowing in the wind,A dog is in a sandy area with the sand that is being stirred up into the air and several plants are in the background,4.3
9429,The black and white dog is running in a field,The black and white dog is running in a green yard,4.2
9430,The black and white dog is sitting on a green yard,The black and white dog is running in a green yard,2.8
9431,The black and white dog is running outdoors,A black and white dog is running outdoors,4.8
9432,The black and white dog is running indoors,The black and white dog is running outdoors,3.6
9433,The black and white dog is running in a green yard,A black and white dog is running outdoors,4.4
9434,The black and white dog is running indoors,The black and white dog is running in a green yard,3.3
9435,The black and white dog is running in a field,The black and white dog is running outdoors,4.4
9436,The black and white dog is running outdoors,The black and white dog is sitting on a green yard,2.915
9437,The black and white dog is running in a green yard,The black and white dog is running outdoors,4.3
9438,A couple standing on the curb,A man and a woman are standing on the curb,4.3
9439,A man and a woman are jumping on the curb,A man and a woman are standing on the curb,3.8
9440,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,4.9
9441,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog,4.1
9442,A woman wearing a blue shirt and high heels is standing on the sidewalk next to the man,A man and a woman are standing on the curb,3.4
9443,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a dog,A man and a woman are standing on the curb,2.5
9444,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A couple standing on the curb,3.7
9445,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A man and a woman are jumping on the curb,2.6
9446,A woman wearing a blue shirt and high heels is standing on the sidewalk next to a man,A man and a woman are standing on the curb,4.2
9447,The dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees,4.9
9448,No dog is jumping in the shade of some trees,A dog is jumping in the shade of some trees,4.3
9449,A dog is jumping in the shade of some trees,A dog is jumping on a trees in the shades,3.6
9450,A dog is jumping high into the air in the country,A dog is jumping into the air in the country,4.5
9451,A cat is jumping high into the air in the country,A dog is jumping high into the air in the country,3.335
9452,A dog is jumping into the air in the country,A dog is jumping in the shade of some trees,3.7
9453,A dog is jumping in the shade of some trees,A cat is jumping high into the air in the country,1.6
9454,A dog is jumping high into the air in the country,The dog is jumping in the shade of some trees,3.8
9455,A dog is jumping high into the air in the country,No dog is jumping in the shade of some trees,3.3
9456,A dog is jumping high into the air in the country,A dog is jumping on a trees in the shades,3.4
9457,A dog is jumping high into the air in the country,A dog is jumping in the shade of some trees,3.2
9458,A man on a green bike is performing tricks on a dirt ramp,The man on a green bike is performing tricks on the dirt ramp,4.8
9459,A man on a green bike is performing tricks on a dirt ramp,A man on a green car is performing tricks on a dirt ramp,3.5
9460,A stuntman on a bike is in the air near a body of water,A person on a bike is in the air near a body of water,4.2
9461,A person on a bike is not in the air near a body of water,A person on a bike is in the air near a body of water,4
9462,A man on a green bike is performing tricks on a dirt ramp,A stuntman on a bike is in the air near a body of water,3.7
9463,A man on a green bike is performing tricks on a dirt ramp,A person on a bike is not in the air near a body of water,3
9464,A person on a bike is in the air near a body of water,The man on a green bike is performing tricks on the dirt ramp,3.3
9465,A person on a bike is in the air near a body of water,A man on a green car is performing tricks on a dirt ramp,2
9466,A man on a green bike is performing tricks on a dirt ramp,A person on a bike is in the air near a body of water,3.4
9467,A young boy is sitting in a bathing suit and waiting for the next race,A young swimmer is sitting in a bathing suit and waiting for the next race,4.8
